uti,reported_notional,reported_counterparty
UTI00008812I11A16GHNRZXGGEUFRL1,8968060.85,Client_8
UTI00111277R3EW6CYH7QATJWM066V8,8406992.03,Client_34
UTI00128051CPRMF6M8UE965FL6J9N7,790666.32,Client_246
UTI001165995PVP6V93U4G2A2N7EKCD,8517976.3,Client_135
UTI00038699RM17G6QO9TWUJ5U3FKTU,1930089.4,Client_500
UTI00101018QCWYL5IRPLN7KRAY1OOG,3039190.31,Client_329
UTI00099400788N9SGN8KHBSRWRCR30,9018023.66,Client_233
UTI000557631HD9W3WG0503C3MBFJZY,7680614.64,Client_113
UTI0004868238AQAP0102VBDS2H77QG,9852618.47,Unknown_Client
UTI00012643ASEUL4JLJ94CRRSB946L,1233408.84,Client_320
UTI00002363C9YD3115H6B80SN7ERZG,4619110.04,Client_13
UTI00142964DUFQN5A15XMB0TSE6C94,8418364.3,Client_430
UTI00049401GUFGN39EUDCM23WXWE7L,6062588.96,Client_207
UTI00052347OJIF0QRDV1YSBZ8JHKSX,3524342.58,Client_460
UTI00050559IVOJ7T5C8OEFN47460CG,9791723.72,Client_459
UTI00123730OEO2I4HQXANQN1QIPG40,7876921.18,Client_167
UTI00095355KPOJI1SWCL1P15OACZKY,6457905.61,Client_2
UTI00141975JNZ5920FLCDG8U05QXO6,6438724.95,Client_301
UTI00083265EXRRCGGR20TXH4PH3DT4,1000000.0,Client_388
UTI00056422XQBUJKSFORXAMLYCVOXP,2978052.7,Client_226
UTI00029005IDN9Z1BK4LZC4NSVQBA0,1881541.46,Client_227
UTI00069443S6EKMLQJ0Z8Z8K7EKX4F,1389469.13,Client_422
UTI00075167L0OELHKB8ISC2V34LSJ8,766256.66,Client_459
UTI00094736K1ZOD4LZIZ6JTB8FO4X5,769879.2,Client_196
UTI00023732GSWUXD4QB846OJNLYG8Q,4028914.32,Wrong_Client_487
UTI00034316YQHRS26FDGLJOOJAOHMD,5827738.41,Client_483
UTI00068204SK5JM2CKTDSQ6GP5DRE9,5209478.02,Client_493
UTI00043459TNQ3K6974U1C1FL9KA8N,8047590.61,Client_331
UTI000482818716MH2M3XI4R8QZJEZK,3744653.79,Client_317
UTI00073766C5DRB71H0X7ZF8NXJQAU,4071154.46,Client_335
UTI001328427E36EBYW4BAKY8KMER8J,604651.95,Client_257
UTI00007191JVG2ES89J0XB72MPM7PL,4619592.67,Client_409
UTI001077180SMUM13V7GI5W4T66UMQ,2288400.74,Client_80
UTI00050301F6W2QF0WKMW5MP6UWPNK,547617.8,Client_454
UTI0013773882ZEGS6NR2H4IEYINQJ6,1000000.0,Client_292
UTI00022445R1MXTQ0BOVBU0WDAMHEY,6123933.13,Client_176
UTI00036031JIWZ74K78TYWRQCS18QL,1148646.73,Client_201
UTI00078760U96XVFDMXG8DCOI3LG1R,6914088.32,Client_230
UTI00043977P84MS7878LA4GKRSMBM7,1762971.64,Client_232
UTI000229501KM1ZGCTCSLGDNG0QVPZ,2853003.02,Client_364
UTI000038919DJ5PIAA0VHVK3VSNMXI,1000000.0,Client_216
UTI00045325L63OTGEYUNMKAG5D1XI1,2696219.17,Client_450
UTI00122840CKJ60RPOON0JOJ2ECZ0J,503891.23,Client_488
UTI00048465908WSLN363WZX9UQU6PF,5251512.21,Client_428
UTI00010534KFQ0R0LD0O00K9KHMVA4,7369561.71,Client_168
UTI00025206RBOC87NKCGGKC2Z0A1VK,375005.14,Client_167
UTI000705928DC6F7KPOBWABPQJIFND,9281122.17,Client_444
UTI00038555L8J947BO0PVNE6BIO00X,8731395.37,Client_102
UTI00127753R3JSX7UV2WNQ0KI1FIBC,5983416.82,Client_191
UTI00112002KDHBH9V6FELFLVJSTGJZ,5250438.0,Client_326
UTI00054867MOSWKNXVGXRLO19N5QCS,2222286.21,Client_318
UTI00097798CH0NLX5GFJCBJSWWEASU,7129547.94,Client_249
UTI0012006231TV4R4VP4PVA46YA99R,1000000.0,Client_202
UTI00122368S7ORI6M2XZYE5DRBC252,9834798.63,Client_446
UTI00073870D32FABPQE4DCWSPQP3GK,1911867.55,Client_363
UTI000617110FR0INCN6QBXR93M1NXT,8893778.1,Client_482
UTI00037519GVJ69YHXDNC3T3UNBXL7,6950310.99,Client_488
UTI00076994JFJWTCISBHHZRDECAF0Q,632420.24,Client_230
UTI00027794UW4S0DHV8WFFFGLIAP01,4610635.55,Client_266
UTI00043470DY3Y4QD6RLMVR94UL1G4,3432027.93,Wrong_Client_192
UTI000169557HV9MZ8GEPUHOLLPAM0D,2510837.4,Client_358
UTI00040239MVXYKCK8IO7MKO6XYXBZ,2523647.74,Client_346
UTI000289647V6RFITBTYREHO3B70LT,3578671.02,Client_254
UTI00094730KZFL7NYYIX1S1LHA2R01,35618.89,Client_442
UTI00021831R08XKRHRMUMKLWHCFW0B,9613685.67,Client_87
UTI00134186H8OLY8JJFWY9ZEB1JYDN,4695191.17,Client_206
UTI00062606VED8F5HZ3OXIZ3GSV941,1506921.19,Client_389
UTI00001390HKVL3XGF73N9F8XG6KHA,5980927.47,Client_213
UTI0005134050YBDMBBOST19WUYVBVN,3911178.36,Client_475
UTI00006578Q7W4RFBPKGAQLVXNCNPV,1976363.76,Client_267
UTI00006028K59QGMYK310IJYNYU8SM,8602245.9,Client_123
UTI00015078E802T96L4XQOJPMXSKT6,6635147.71,Client_74
UTI000107966IS4HG1A8JJNAC5TMRF8,7340781.26,Client_375
UTI00050430EIMSASWYPH3DPXU6O64H,8424780.25,Client_235
UTI00115393Z82ZP8HCNGIIR5XSXMVV,9284974.31,Client_467
UTI00133719RWKS4SIHKNIASKIAPX9U,5056837.92,Client_170
UTI00081101OBQG8P5YSB203KM0HD60,1118982.16,Client_182
UTI00066053Y3JP5N7U2VELGG8Q8159,5558268.88,Client_84
UTI000781287ASHDUF6HDAMDUXRDMWR,2918183.81,Client_195
UTI000205062EJZQA370IKXYZ9OJNPY,128010.71,Client_381
UTI00111410R62SQXV8JZ9DM6OM929F,225844.03,Client_126
UTI00132350O1U1KHKONPLX0MCQS8UX,8264542.48,Client_260
UTI00075525Q7H7N4KFELOMBX3CBXDB,328766.4,Client_32
UTI00032435OFOXR5H3L53R2N4CARDV,9410546.59,Client_326
UTI000874477UD4G9JTX7AKUZT0ES0J,7439453.31,Client_475
UTI00084829RI6VZKP1EVQ01MMUPI5W,2837254.58,Client_456
UTI000908030FWTD788GDDRWV8C2ALA,3790071.84,Client_299
UTI001403102801M4RCH86M7WXRK76C,9561304.64,Client_127
UTI00138047BQJ4UGQ4VC4ANWRIK5MM,3102773.11,Client_468
UTI00109110RM1Q17SKV43MXT2NP7IT,5901188.62,Client_472
UTI000559079HCI4F22OGILOQ2B40BZ,8730029.66,Client_115
UTI00070411UJWO401MVOXWUB2JMIJV,4504585.85,Client_214
UTI00055677I2FAMBMWPHS1BRIGXO7R,8757726.08,Client_2
UTI00069606QYQGX4JHPX1BM6DG6T1P,4115257.93,Client_401
UTI000701296GANT8BOZQURWDNPIGLX,9854052.32,Client_479
UTI00118050J03B2CGL1G9XMLWGCDAX,909526.74,Client_68
UTI000958138MC4RCLM2RXLCWSN5590,8440233.39,Client_344
UTI00084656YRWDIWZUPBNY2XGWDEOL,6676285.24,Client_3
UTI00098754BRU7PS3328JP4OH9E46D,1687680.69,Client_15
UTI00100777HCRWV7KDHLJYLUZYVXEJ,5596169.35,Client_27
UTI00019422AELYAPQ5UPQAU09LRQ2E,5743570.64,Client_136
UTI00019798ZX4X4C9ODCBFWE1W2BKN,1645704.51,Client_155
UTI00127855A3K3O2FG0EX438M1YTOM,5238706.26,Client_404
UTI00117092JBV6XERBDASFGPHI44H7,2341300.3,Client_189
UTI00007583B1H98KZNUAF4J990DSC7,1319437.04,Client_11
UTI00137805USFPK37BS0CVZIF65J4I,9550603.44,Client_1
UTI00136131BNY2AF3E9GH9UVJJNPTF,2032881.71,Client_168
UTI0011866890E63RTDEOT3AG1T9KTP,6278640.41,Client_53
UTI00093490IPG1FFMSLLBHSKQZ22EB,259422.44,Client_492
UTI00043090CSBL5X0VBLNPDF0YV1UP,2076048.41,Client_103
UTI000395029F4Y4ZPLP2DN2CGG10W2,7411252.5,Client_275
UTI000838857LVW9DXT000KHSF0MV1O,4926491.94,Client_9
UTI00089624JWLV01Z76KJXXSZT1NUV,1000000.0,Client_489
UTI00097635J1OQ5U9V77WQFMOVOTDS,9732602.24,Client_479
UTI00096261923TWSSO68LHP20ZZS5U,7994919.9,Client_390
UTI000433088KYTGJXCYPRZ0H0UIDO5,9749994.13,Wrong_Client_83
UTI00053177T62WQJTSGHV8FBCAN5W0,400062.99,Client_40
UTI00146829B9NVITFVTYSH5CVGFCHR,2474071.97,Client_405
UTI00111612GWRNAV3U88A95ECPAMU7,363862.08,Client_25
UTI00142924YSCAX9EC0GCTPTWY9OHS,1136512.05,Client_354
UTI000622012GITEONVRN1TQV9HKW95,5974745.98,Client_93
UTI00110203MCP0GS0IUAF41MYPULS0,7586694.76,Client_38
UTI00146441CMOJ9V83ZDCGSMB9EODU,3634313.75,Client_31
UTI00062625JKGXF5SI2SBT60AVTCO6,7176206.39,Client_140
UTI00022932441JKR1O1ERD4HP4BUYS,4175415.38,Client_460
UTI00003629CCTFW3KTFB0D31PQ6PSP,5010500.96,Client_124
UTI001042128RPH71MUT873Y2W7DJLX,9445773.04,Client_270
UTI000557727A4M43OK1OKAO0ZBQWJC,5346664.28,Client_50
UTI00036844DMSGZ268L62EC216MWAO,1603093.34,Client_468
UTI00097383AMBZ678Q6FYW8U4W65ZS,6582260.79,Client_212
UTI000774731WTC02K96G8FUBHV3DH3,7042838.1,Client_202
UTI00061070REQ7L9POO961ZO71C49A,3941789.0,Unknown_Client
UTI00079247DC5WFU6ND1NPPDOTLN22,7948735.29,Client_38
UTI00110102MXVZIC9Z9QCPOWATR8HP,132276.41,Client_254
UTI00094835P01JWBIQRPI7SRE2BCYW,6379110.38,Client_385
UTI00017742RINOGNJOLJE7OJ6B4KSK,8052469.12,Client_111
UTI00141472AYWTJKF293B8W1V67Q1Z,5206069.63,Client_364
UTI000205954F9SM3YDOUBA88WXYCNX,1889995.24,Client_2
UTI00063132PTG8IRON3E4CEAZ815BG,7506853.51,Client_201
UTI000449571W5F34NF25D7CKQQ0995,9270252.39,Client_126
UTI00032409GZ2NER8EO67PU1XHI2R9,9639009.9,Client_69
UTI000145451BTYY14U5HFFIR2356NO,9587585.16,Client_346
UTI001367302PZMXD5HS8459180GWGP,1817677.37,Client_214
UTI00099583BWEQ3VYJZFGYXK3PQ064,7158229.17,Client_235
UTI00132004HJ2EFUFV1PMF49QNMJUC,2646034.31,Client_298
UTI00036513L8H5B5EIAOD0RLA4AHG9,9658364.55,Client_415
UTI00149923HBZ9K8YF6A9GMFMMWDLT,3037338.83,Client_80
UTI0006573800489Q4L16KT3AHIGG2L,2426935.33,Client_264
UTI001272200PNPSAE6F6K6UKFWJNVI,4754398.92,Client_252
UTI00042562U3D8J503TTXTB4758VXQ,5459066.38,Client_360
UTI000130860LBS6NN4TCOF1F3Z01J6,6501339.96,Client_269
UTI00085470DOFFLJGSQ8GAD4ZZJ75M,5985026.94,Client_86
UTI00146647HK8MKXZCV024CMTSJIP1,8574757.63,Client_429
UTI00120228GM74T7ZHQJ5OZJSBRBF7,2502161.92,Client_291
UTI001388335HYX8AZ9GJH8TQBR672E,3505288.72,Client_70
UTI00065361LT827S5F6MGGOR4934P2,3440820.03,Client_315
UTI00137758T58GS4Q0MALFKLAV6S3N,2671111.22,Client_162
UTI00049351CKNO1QLA5H4P0AJAB1A2,7225212.67,Client_357
UTI000876401W7MJ6LJ4JH2Y197V0P6,166822.64,Client_123
UTI00134868JS6508YLCV9D3JD18D0P,6614802.21,Client_296
UTI001137726JP1JHDGEMZT0H367EAR,9599853.93,Client_170
UTI00032597FTP0IUH6KL72YDM8NWAV,8487236.78,Wrong_Client_58
UTI00079568A9G8AZKC7TRXWT8NAIA6,7745466.47,Wrong_Client_100
UTI00123689OULJ4NWGWFR8EISFH2BN,5027826.7,Client_61
UTI00040269GM9ZFDJC0UQ212L3RC8L,7017987.92,Wrong_Client_310
UTI00085860LGQTW7JTYZ7PQ13ZXZ9Q,9608088.15,Client_206
UTI00003571U3T0MRC82GM2FG1NQ7QC,7169703.9,Client_341
UTI00010162ZDJOQUJVPRE8EAOOW0MT,4510799.31,Client_31
UTI00078649RVZ1GPHJ3X7P08H1RUSY,6991030.68,Client_36
UTI00092862AFKM3L9APORW74WIXK9S,3406668.26,Client_227
UTI00139692R0O4LIMNI4F13SNCDNG3,597755.06,Client_493
UTI0010002511Z8B697C0NNLL0JM4QQ,9979436.11,Client_256
UTI0007322947MUAW6BHPOEKSCXN6XC,846150.69,Client_300
UTI001391749QAAIGHUT00N91A57V2Y,317362.65,Client_285
UTI001074114BE9GW68ARPY2J0YMMX2,5342601.85,Client_222
UTI00107634DRA75A3NC79B7LA5HMIP,4095266.08,Client_374
UTI00075851X8FJJKV31G8RO91PFFYF,5787494.4,Client_216
UTI00146798DAT0QZOPLKS8HIGFB0ZV,2605367.06,Client_435
UTI00114660HGXFQ0U8B6PNRLXPPWMX,6065799.66,Client_85
UTI000359069YTN3TID49SOZGUYSSQW,283962.41,Client_66
UTI00007511G6PLINW0XSGBUXYS07NF,130295.18,Client_472
UTI00032582P3H3UMNUJ4HA9QJTBFJ0,4312277.24,Client_88
UTI0010120081QA8NV47P0B6JHI90B8,9154516.95,Client_6
UTI00045107WLN39490TN8PC3I24R97,9576044.34,Client_80
UTI00063325ZLPGJ7W3VOPXXZT81SHJ,3079282.42,Client_442
UTI0011609302L1CM3J1YKF3HVNDC0B,7851021.63,Client_67
UTI00089699Y7XVVZBC6ZVQ74EFOXT0,4878248.9,Client_8
UTI00097764172QFP3OB1SZVDAYDYFF,2078295.68,Client_372
UTI00068752L9TK38UV7BNRGSRJ3D63,9070865.5,Client_371
UTI001107488XJYJCTEFBU3U30XXDTB,6908476.21,Client_355
UTI00050010KMIMBN6QQ6A0ADC3YBH2,8060540.67,Client_6
UTI000196147YC64UW3IJH510IA3H6N,8113206.8,Client_108
UTI00068868W3KSB38GT5O26TSAY9PX,4384158.08,Client_110
UTI00077319RQ1DATAZ39BB5EAE1LOY,9398123.55,Client_6
UTI00034949VHG0NDAOIRSKBACIV522,6310428.94,Client_129
UTI00038350D1E0M9HW8KWGC5O2J1RW,5848795.13,Client_131
UTI00013334ZQ0QEZO6NU8ZXBCJCCHL,6030934.01,Client_383
UTI00008478DZLR3751LJLZQGPEX6P9,1434092.15,Client_143
UTI00078596U8DI7748AIDZQ0ROFI8G,3447356.83,Client_43
UTI00111876IK2FW5O0IZRQ859K4A6R,3299882.11,Client_80
UTI00145362VPWZJ4XHODSY3DC9FNYG,9344483.16,Client_370
UTI00048772E83LAEBEEK7PWPD3VAYT,8830763.26,Client_173
UTI001378430JXBM7XH0YNFAINBDLOK,3199752.04,Client_493
UTI00146911U2CVFBTX9L3X60N8VWIJ,1480765.56,Client_44
UTI00148367OHC8RUBZXT2EZNA8F6PT,3441833.11,Client_448
UTI000842050XY63QI1HIROTIBMPO8O,1597618.73,Client_96
UTI00044439BYV1U7DNPT9R0CLD00XJ,9637655.98,Client_94
UTI001222095X3WFODKL7J4C7CQZUJZ,9247973.87,Client_431
UTI00080009PUSWVL9JFYF9AWIZ3Y2O,4690315.52,Client_67
UTI00140550899KCJ9B0TYTHY6BVPGW,5903540.95,Client_364
UTI00110443N5AAO1YYPAR7KCP19PRQ,4873927.38,Client_246
UTI00135254QP2JPC4FGQ0NM7MOVB54,8673246.44,Client_229
UTI00092798QMWV51IV8GEBORMSIWCQ,4695189.85,Client_37
UTI00061888ESCA5LOS48FGF51N5X38,3575349.59,Client_88
UTI00117412FUHNIID0T4C1WUUA1VG0,6187601.93,Client_192
UTI000348387RSKBPXG350OK5OGM2AF,7645776.26,Client_127
UTI00018957A2HS6RCEXLY6D7G3PF4H,8949550.76,Client_54
UTI000423653L83E39UKLT8RSYAG1O5,8935966.32,Client_45
UTI0003586058XG6WGGB0X4557M979E,235710.82,Client_318
UTI000094995QQ2JDAG8S0729IQTBX7,4372591.21,Client_340
UTI00012782GY9499D11HXCH4CZVV7S,5157627.18,Wrong_Client_2
UTI000863357DVFL07T6T6PGAYBNRPE,1911241.12,Client_449
UTI00079766FIS3YMGBZINS4Y37N6Z2,6418479.72,Client_37
UTI00022252HQ72Q3DMZQDEVMYAOAGL,6696306.95,Client_290
UTI000765452LKA0CF1BDB2W3MVBVDW,6303777.22,Client_48
UTI000629239EL3ACMOB57MKW5HY3GF,9177960.46,Client_192
UTI00115870D5KAGWDQWETLPKGRPWPE,6320435.61,Client_226
UTI0005115770OPZLTFBZLNSPWKFTQI,4947057.52,Client_258
UTI00026762MER4T0LMM6MP7GV17J8N,3834782.43,Client_1
UTI00126847FHCHW4OGP2DUGHTBDSWM,2760721.54,Client_207
UTI00122404NKR04UDESWJTLY5P346F,4473817.61,Client_206
UTI00012059S3TZ8S0NVTX08N6GCF54,9990479.85,Client_59
UTI00030298APIWJT1LOQBLO1GW2MS2,3071462.17,Client_407
UTI00035246LUM3MJN28P57OEQZL22H,7399311.81,Client_225
UTI00140927HZIDQ0GED2I5UK708C3C,1000000.0,Client_205
UTI000119320IV77X7G7311YIPMZB7S,6830197.12,Client_334
UTI001415123Y2CL4R4EYTDNRC17KW0,7945241.67,Client_60
UTI00009260Q0N1XVP4V60BQFDFL3OS,9320836.83,Client_121
UTI00071005HW66VCGMOI57ZHQ8VX98,7638271.35,Client_375
UTI00029680FV27RDZ6TNEUGGSFYNDE,4735319.06,Client_471
UTI001303629U6DTR7DI3XDJUX410AQ,441579.35,Client_64
UTI00021757C891IRPYAGHEJSXDHZYC,8588483.83,Client_219
UTI00055976GYZKU0OT8ABO0YSFZNYB,9813929.05,Client_339
UTI00015358397WSPHOAGF35BL594VY,5873815.85,Client_79
UTI00133105V03N9VKYGTTEKA0NX3US,4400988.95,Client_121
UTI00075281BWS7P3OW2B6DDB8DEP7F,6956989.36,Client_417
UTI000841315VWNMY58MBVPIZRZRADL,1876196.28,Client_226
UTI000636645MFGGTBTYXRJRASPBUMV,2222094.21,Client_110
UTI000713278BO9HBDW1U7Y3FZ6L0BW,8453691.41,Client_144
UTI00061509R7RVDZV5H9H1OIQVDE2R,6090873.35,Client_362
UTI00130850GCQZACQK1RDVV7G6S36E,5785021.44,Client_141
UTI00057992ARE1YEL9LN8IA7ZQX47H,9258049.1,Client_340
UTI00139815DZD8FUREGDBSRJVFD0QW,7407756.36,Client_185
UTI000332851H96WF9JWW0QDQE2SFIV,7376276.93,Client_67
UTI00029803D8SVF2MI5R19EOZ8103C,2645308.5,Client_335
UTI00107493YWUJ1S0J8SJHERCSDZ68,7427902.32,Client_268
UTI000803650QYC653JLERVNKNQFO2Y,840699.88,Client_151
UTI00148002MLYSCJRN95WXBJHQ7TF8,9278639.26,Client_490
UTI00118996BAW8A9YQCE622URUED14,6719539.24,Client_404
UTI00031287EFPQ2UA50AINW77D5SAM,1011230.88,Client_339
UTI00027567E8ZFPUSM6E2SLS08820Q,2709062.56,Client_129
UTI00146398IM0SOUSKCVBQCQ7EXXZ3,9624137.75,Client_313
UTI00049105TU4JPAJ7NQNC07WCRIA9,8311553.62,Client_254
UTI00049198QCUONW88T6Q1WTD08OS2,5627616.97,Client_423
UTI000156524CS74H0ONAVF59PUUZNX,1230666.07,Client_59
UTI00104161LPE5U2189DNW6BV356P6,4246152.93,Client_493
UTI001109167TW358J44ITVP6WSV5ZU,5187021.01,Client_148
UTI0009106297GB09KMDNIPSI6XLJAZ,3624256.28,Client_368
UTI00063640WORPEQEG2Q49IS97AV72,8631135.33,Client_250
UTI00086743EYZPNB2QCK37NAJQ2M5G,5474137.05,Client_39
UTI00098828QZZN3ENIKALHVKTR7MPP,4624487.28,Client_420
UTI00060187HB1SPC7XPTKTHXYQYPHA,2203595.73,Unknown_Client
UTI00121197WCD050AHV39F1CGRUD8S,9946960.53,Client_245
UTI00037555A7PI8OVXNE7COXUX9988,1036876.67,Client_309
UTI00143563E50GKOUNFYD40HIL4ECF,3373677.15,Client_391
UTI00015647KB6LPTU21IU2HP5HYD0I,4409687.42,Client_42
UTI00021796LNOPK4UYJZP8HTTL4XU4,865290.33,Client_495
UTI00011166IFCKYH73EU8I3EDP73P5,6912688.4,Client_229
UTI00025941OHZGC0LVHBQPHPS9EK0E,1672013.57,Client_210
UTI00049845ZKX48BG2IAD70W39SQVE,2543350.54,Client_53
UTI00100602ZHG3GCAWLKG10ED8LND5,7457506.97,Wrong_Client_18
UTI00047499G3P6E5UX9QY64FRTUPUP,4507627.91,Client_29
UTI001132765L3MVB7B2M3P2KVIENMB,4511227.64,Client_268
UTI001029253Y6E8TO2YBF2QN76TCUC,925347.86,Client_499
UTI00021543U6MTR2GCW3OJDUB79TK8,2088860.5,Client_477
UTI00080761I0XLU3KKRUM3LRW0KYDG,4996433.01,Client_449
UTI001003706IFFQBH7V3S66M42E6TA,236505.02,Client_278
UTI00005905WLCBEU5E0OFJJHF47V07,1667624.76,Client_342
UTI00138414YALSA9JPJS9UMD67BBJP,8053832.28,Client_448
UTI000812688OTHUFZ7XH17RPAL7M5E,1244883.73,Client_73
UTI00034971Z14QIDKGUFT8EIDSAL03,5310177.73,Client_463
UTI000885479ASKJ0SNL6N99QQW9MY8,3614077.8,Client_470
UTI00086802FZMRPIWJF4EUC5RL7R4R,1196398.43,Client_225
UTI0009671010ZP7PYDIEOWVE2MFFQH,2136914.26,Client_347
UTI00118390HIL4AXB0UJPZ8MYMP69Y,4790033.55,Client_1
UTI00052017VPONEZWWZCRU3QI6A9GL,4078807.15,Client_254
UTI00075756OZW7F0A2TOK0LMCX6KNV,7583833.47,Client_438
UTI00020780MDMI347VWIPMWVA3C67H,6818941.02,Client_500
UTI00096141T8VA40KU2LXV2IBDTGZG,2228540.77,Unknown_Client
UTI00102331T4T22F9B4ONUWQFQ1RQ1,840787.17,Client_197
UTI00064762RXV0ADT640REJOVWY1Z6,4654170.53,Client_494
UTI00124471GXL44P6NPF5UEXHHACHI,6439591.44,Client_488
UTI001142864ME8FJE13YGDQBUMVHGP,5195960.64,Client_387
UTI00064354EYOOLIEACSU3G4LSKASA,5761912.0,Client_179
UTI001202905A28653TPDFEOHWMYFKJ,7344121.35,Client_292
UTI00056625N2PP7JD1QAX9G2S1Z8NV,4514832.56,Client_312
UTI000521565VWIWU5T5WOJ1EYJF3RE,9286645.47,Client_281
UTI00095144QZ7WLR1X6SZ5V109Q1B8,9512687.89,Client_2
UTI00014469MCQ92W03Q8ZW05XQ73ST,9539744.95,Client_193
UTI00130434UX98STY33307MT0PONVF,3544727.06,Client_282
UTI00124765OA2DIYEGMBLL7IAW06Z5,5075380.41,Client_4
UTI00005883RZVZ1B9HV0Q7FUCJJB8U,4758340.31,Client_317
UTI00078214RENXESYKMHX8QSRTNALC,6693482.65,Client_458
UTI001200808GKTZHDO80H6OTTKLWXU,2249448.76,Client_96
UTI001070913H0AR6WT8WZ9HTWFC4RC,242415.09,Client_371
UTI00055484T0MS16EXAJ63V0HR0DGY,9852077.05,Client_317
UTI000060483IMUM3EQ5JTJ62QHGZ1F,7053778.13,Client_434
UTI001263651SV9P2ND7L4I52LRXTPY,1438910.77,Client_460
UTI00053834XEM2BNIZXSIAOL60RCBR,2753318.77,Client_309
UTI00049728REJU6NQT3RBYX6SGEJM1,5784327.37,Client_146
UTI00000422KC419U772NS8ERKD0RNG,6035553.82,Client_73
UTI000721894UZ7VV5R93N63YIJC125,4184231.5,Client_327
UTI00062209OELCBCNM0FFGV61ZELJG,9164453.38,Client_383
UTI00144450469B1S97V2KLITNNH3PA,9615089.6,Client_323
UTI00125450N9WSOJ80EV3ZW8RP2QOL,8293459.82,Client_371
UTI00068377O18IZBRVI2DUT1J19XIU,5219539.23,Client_115
UTI00064651WORASFKCWFDCIVZ3NMQ4,8799793.89,Client_88
UTI00082486C8OH046FT05B03QELUDZ,1472954.31,Client_282
UTI001124783O94QGUQTW1IQGYADSK7,5957450.37,Client_375
UTI00016940TZRU14JBC6BTXBY33N5M,8907083.0,Client_264
UTI000548475SD6OEX0CGPOI7PQSKDU,1000000.0,Client_387
UTI00016871EE9KQAQD4QACIF78M8RR,4762323.75,Client_394
UTI00123684CUJRCN5LGL47JKQFOD9S,8488061.05,Client_287
UTI000239507VXT8Y1HLRSMA4LW8WDN,2351405.28,Client_285
UTI00077508JLL81QX18AQW04PDE4WJ,7606545.92,Client_131
UTI00010900JZP0CBR0AHFU35F8J73A,2177672.13,Client_432
UTI000564606WPY3ODGNHQ4N7N019E5,2730151.31,Client_498
UTI00085897U2H95WBTPRQYOLLYCU80,1768689.86,Client_6
UTI00081966GOZW1XBNMSOFG8490F1N,9960298.07,Client_23
UTI00034805TGIDHERUN83V26ARJN3B,5525840.98,Client_397
UTI00083211E2ZA525OE05SLN2BDDYH,9693002.02,Client_62
UTI00029599A8FAELFWI4QZJDL43JLM,6416313.33,Client_148
UTI00030059RYO2OSA476ALX1J5Y63Z,2018376.44,Client_312
UTI00050039T6MY9B10CPCHPBOAMDHJ,1812822.48,Client_148
UTI00022209MB0C5RBRKZQ63E3C0J9J,591603.58,Client_154
UTI000966312MVVG5PEYI3K3KPMHSD4,1154598.26,Client_259
UTI00096388HKRR15430AO532WXQJR3,6522353.54,Client_117
UTI000564578WGP6VZOJULYDOTOOSHB,2290283.49,Client_304
UTI00005183U5FYQP01RR7U6U6NIR6W,9157967.78,Client_168
UTI00124112JQ9HKVOXFRE54KIOBHAD,6234693.4,Client_424
UTI00045796MN2XSVT5ULEJZW59CV66,5861376.2,Client_277
UTI00120456ESK9MYLVCOZQWIIVWHCR,1957470.08,Client_362
UTI0003558990ZD5QM13RAW1UYC0JXU,9469330.8,Client_354
UTI00092584TXX1XOLXGC5RPOROWY5N,6076310.19,Client_493
UTI00114106190GPPE3HC91OVKAZ3FC,4508342.64,Client_466
UTI00145425HX2YRP3GI1YIWVMUGDPF,8151580.41,Client_163
UTI00138518KWCI2EOGN64GGA7HH23G,2736271.25,Client_328
UTI00027604SR8JLVCULGBWHMSBO1C6,240165.02,Client_154
UTI00007136FOA8S8PONU5ZZYLZYJY8,9704791.77,Client_137
UTI000987350L162X42UHBGS0BKFODD,1077789.74,Client_485
UTI00113713T7UVXC3KXC0M207EMYB3,686267.28,Client_459
UTI00057386B301P35Q2ZGNHEAA8AKD,6977240.69,Client_438
UTI00084018T02CP9O29PFYSCINT3TE,1935129.55,Client_264
UTI00066475Q230IMCYAC32DHV6A27O,3278194.46,Client_470
UTI00045117IAQLYQ12TYFBD8XPP64V,6148176.6,Wrong_Client_305
UTI00001237EVAYK8KF780CKFJQH5QM,6056022.33,Client_486
UTI00000859J96IRX3NGHB3CJOP0VEA,9557963.87,Client_307
UTI00064173G12LB1R82NQ7QC2OMHJI,8856426.05,Client_161
UTI0009478086UFLCE3WY1HZXHP1AVB,8564183.94,Client_23
UTI00106220RSIG997YLD0PKE74SGC9,5609398.89,Client_465
UTI001497580LJ346NJ6B14Y12K0YLY,171874.37,Client_174
UTI001419191WJLIF2B34BV0A13JITC,758485.05,Client_79
UTI0007749866WJ73CU46QKW7Q6C84H,5895525.58,Client_410
UTI001157982BEP54A3UZS7L8J9DD6J,6195870.0,Client_203
UTI00096942OC4NCM98IOJJ3QL6AIUU,4499159.35,Client_147
UTI00063911WALC8REZ8V8IQOLZQ47K,9729463.77,Client_489
UTI00104337WVISLU478BF2KDHHHL72,7065330.41,Client_327
UTI00002601ORBIRIQTKX102OKT1ZY2,9468797.35,Client_476
UTI00043140GHV9MKN2AJQ8T9B6LU7E,1337633.12,Client_136
UTI00049101BR39L9ELWSO0BNRTFFBS,3364787.98,Client_334
